name,location,car_age,kilometers_driven,fuel_type,transmission,owner_number,mileage_kmpl,engine_cc,power_bhp,seats,price_lakh,price_euro
Mahindra XUV500 W4,Mumbai,9,33000,Diesel,Manual,1,16.0,2179,140.0,7,9.65,9864.05
Hyundai i10 Sportz,Mumbai,10,20000,Petrol,Manual,1,20.36,1197,78.9,5,3.75,3833.18
Hyundai Getz 1.3 GLS,Pune,18,143000,Petrol,Manual,2,14.2,1341,82.9,5,1.1,1124.4
Audi Q7 3.0 TDI quattro,Coimbatore,11,118218,Diesel,Automatic,1,12.07,2967,241.4,7,31.41,32106.72
Mahindra Scorpio SLE BSIV,Pune,13,99000,Diesel,Manual,3,12.05,2179,120.0,8,6.0,6133.09
Honda Jazz 1.2 SV i VTEC,Pune,9,22700,Petrol,Manual,1,18.7,1199,88.7,5,5.55,5673.11
Tata Safari Storme 2012-2015 EX,Jaipur,8,28000,Diesel,Manual,1,14.0,2179,138.1,7,10.91,11152.0
Mahindra XUV500 W6 2WD,Kolkata,11,62000,Diesel,Manual,1,15.1,2179,140.0,7,7.25,7410.81
Volkswagen Polo Diesel Comfortline 1.2L,Hyderabad,13,107023,Diesel,Manual,1,22.07,1199,73.9,5,3.9,3986.51
Maruti Swift Dzire ZDi,Delhi,13,71082,Diesel,Manual,1,19.3,1248,73.9,5,3.95,4037.62
Audi Q3 2.0 TDI,Mumbai,12,60000,Diesel,Automatic,1,15.73,1968,174.33,5,22.0,22487.99
Maruti Celerio ZXI,Delhi,11,21701,Petrol,Manual,1,23.1,998,67.04,5,3.38,3454.97
Honda City V MT Exclusive,Mumbai,14,56000,Petrol,Manual,1,16.8,1497,116.3,5,3.45,3526.53
Hyundai i20 1.2 Spotz,Delhi,9,32450,Petrol,Manual,1,18.6,1197,81.83,5,5.75,5877.54
Renault KWID RXT,Jaipur,9,12500,Petrol,Manual,1,25.17,799,53.3,5,2.75,2811.0
Mercedes-Benz CLA 200 CDI Sport,Kochi,6,20483,Diesel,Automatic,1,17.9,2143,136.0,5,30.3,30972.09
Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,11,45800,Diesel,Manual,1,22.7,1498,89.84,5,7.5,7666.36
Hyundai i20 Asta 1.2,Coimbatore,10,35441,Petrol,Manual,1,18.6,1197,81.83,5,6.87,7022.39
Toyota Innova 2.5 ZX Diesel 7 Seater,Bangalore,10,86398,Diesel,Manual,1,12.99,2494,100.6,7,15.2,15537.16
Nissan Sunny 2011-2014 Diesel XL,Chennai,13,150000,Diesel,Manual,1,21.64,1461,84.8,5,3.5,3577.63
Maruti Swift VDI BSIV,Hyderabad,11,89000,Diesel,Manual,1,25.2,1248,74.0,5,5.85,5979.76
Maruti A-Star Vxi,Hyderabad,15,68375,Petrol,Manual,1,19.0,998,66.1,5,2.5,2555.45
Maruti Swift ZXI,Pune,12,52000,Petrol,Manual,1,18.6,1197,85.8,5,3.95,4037.62
Mercedes-Benz CLA 200 CDI Sport,Jaipur,8,39000,Diesel,Automatic,1,17.9,2143,136.0,5,42.4,43340.49
Maruti Ertiga ZXI,Bangalore,11,68000,Petrol,Manual,2,16.02,1373,93.7,7,6.75,6899.72
Maruti Wagon R LXI,Jaipur,18,71000,Petrol,Manual,2,18.9,998,67.1,5,1.5,1533.27
Volkswagen Polo Diesel Trendline 1.2L,Hyderabad,13,72003,Diesel,Manual,1,22.07,1199,73.9,5,3.9,3986.51
Ford Ecosport 1.5 DV5 MT Titanium Optional,Hyderabad,11,135670,Diesel,Manual,1,22.7,1498,89.84,5,6.55,6695.29
Honda City i DTEC VX,Kochi,8,65850,Diesel,Manual,1,25.1,1498,98.6,5,9.44,9649.39
Toyota Corolla Altis 1.8 GL,Coimbatore,10,53920,Petrol,Manual,1,14.28,1798,138.03,5,23.37,23888.38
Mahindra XUV500 W8 2WD,Ahmedabad,11,58000,Diesel,Manual,1,15.1,2179,140.0,7,7.5,7666.36
Maruti Alto 800 2016-2019 VXI,Kolkata,9,4000,Petrol,Manual,1,24.7,796,47.3,5,3.0,3066.54
BMW 5 Series 530d M Sport,Chennai,15,58000,Diesel,Automatic,1,18.59,2993,265.0,5,79.78,81549.63
Hyundai EON D Lite Plus,Kochi,9,29832,Petrol,Manual,1,21.1,814,55.2,5,3.29,3362.98
Maruti Swift Dzire VDI,Chennai,9,71156,Diesel,Manual,1,26.59,1248,74.0,5,6.5,6644.18
Maruti Celerio CNG VXI MT,Delhi,10,64687,CNG,Manual,1,18.69,998,58.33,5,5.87,6000.2
Audi A4 2.0 TDI,Hyderabad,14,54000,Diesel,Automatic,1,16.55,1968,147.51,5,18.0,18399.26
Skoda Superb Elegance 1.8 TSI AT,Bangalore,16,75000,Petrol,Automatic,2,13.7,1798,157.75,5,4.95,5059.8
Tata Zest Revotron 1.2T XM,Kochi,10,39208,Petrol,Manual,1,17.57,1193,88.7,5,7.63,7799.24
Force One LX ABS 7 Seating,Kolkata,11,41000,Diesel,Manual,1,17.0,2149,139.07,7,8.0,8177.45
Honda City i-VTEC VX,Coimbatore,12,38622,Petrol,Manual,1,17.4,1497,117.3,5,12.68,12961.26
Nissan Sunny 2011-2014 XV,Chennai,9,18000,Petrol,Manual,1,16.95,1498,97.7,5,7.5,7666.36
Volkswagen Vento Petrol Highline AT,Mumbai,14,45000,Petrol,Automatic,1,14.4,1598,103.6,5,3.35,3424.31
Hyundai Verna 1.6 SX VTVT AT,Mumbai,11,48656,Petrol,Automatic,1,15.74,1591,121.3,5,5.5,5622.0
Hyundai Verna CRDi 1.6 AT SX Plus,Bangalore,13,79000,Diesel,Automatic,1,22.0,1582,126.2,5,16.6,16968.21
Audi A4 2.0 TDI Multitronic,Bangalore,13,88000,Diesel,Automatic,1,16.55,1968,140.0,5,16.25,16610.45
Maruti SX4 Vxi BSIV,Delhi,16,92000,Petrol,Manual,1,15.5,1586,103.3,5,2.7,2759.89
Ford Endeavour 2.2 Titanium AT 4X2,Chennai,6,9000,Diesel,Automatic,1,12.62,2198,158.0,7,32.9,33629.77
Maruti Swift LXI BSIV,Coimbatore,17,50121,Petrol,Manual,1,20.4,1197,83.11,5,3.41,3485.64
Hyundai Grand i10 CRDi Magna,Hyderabad,11,79000,Diesel,Manual,1,24.0,1120,70.0,5,4.15,4242.05
Volkswagen Polo 1.5 TDI Highline,Hyderabad,11,46000,Diesel,Manual,2,20.14,1498,88.8,5,5.9,6030.87
Mercedes-Benz E-Class 230,Pune,13,100000,Petrol,Automatic,1,10.0,2496,157.7,5,11.5,11755.09
Hyundai i20 Asta 1.2,Kolkata,10,41000,Petrol,Manual,1,18.6,1197,81.83,5,4.75,4855.36
Maruti Alto K10 VXI AGS,Chennai,10,25000,Petrol,Automatic,1,24.07,998,67.1,5,3.5,3577.63
Maruti Ertiga VDI,Pune,11,71899,Diesel,Manual,1,20.77,1248,88.76,7,7.25,7410.81
Maruti Celerio VXI AT,Mumbai,9,7100,Petrol,Automatic,1,23.1,998,67.04,5,4.35,4446.49
Renault KWID Climber 1.0 AMT,Coimbatore,7,38171,Petrol,Automatic,2,22.5,999,67.0,5,5.72,5846.88
Mahindra Scorpio SLE BSIV,Bangalore,12,70359,Diesel,Manual,1,12.05,2179,120.0,8,7.65,7819.69
Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,Chennai,14,200000,Diesel,Manual,1,12.8,2494,102.0,7,9.0,9199.63
Volkswagen Polo Diesel Highline 1.2L,Chennai,8,26969,Diesel,Manual,1,22.07,1199,73.9,5,6.9,7053.05
Ford Figo Diesel ZXI,Chennai,14,56500,Diesel,Manual,1,20.0,1399,68.0,5,2.9,2964.33
Nissan Terrano XL Plus 85 PS,Kolkata,11,40000,Diesel,Manual,1,20.45,1461,83.8,5,5.75,5877.54
Force One LX 4x4,Kolkata,11,41000,Diesel,Manual,1,17.0,2200,139.01,7,8.0,8177.45
Renault KWID 1.0 RXT Optional AMT,Kochi,8,53105,Petrol,Automatic,1,22.5,999,67.0,5,4.93,5039.35
Skoda Rapid 1.5 TDI Elegance,Mumbai,12,23000,Diesel,Manual,1,21.14,1498,103.52,5,4.95,5059.8
Mahindra XUV500 AT W10 FWD,Hyderabad,9,80999,Diesel,Automatic,1,16.0,2179,140.0,7,14.4,14719.41
Ford Figo Diesel Titanium,Chennai,13,82000,Diesel,Manual,1,20.0,1399,68.05,5,2.95,3015.43
Mahindra Bolero ZLX,Coimbatore,8,68557,Diesel,Manual,1,15.96,2523,62.1,7,11.28,11530.21
Volkswagen Vento 1.5 TDI Highline,Hyderabad,9,34000,Diesel,Manual,1,20.64,1498,108.5,5,14.2,14514.97
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Pune,10,77000,Diesel,Manual,1,12.99,2494,100.0,8,12.5,12777.27
Mahindra XUV500 W8 2WD,Mumbai,13,48000,Diesel,Manual,1,15.1,2179,140.0,7,6.5,6644.18
Ford Ecosport 1.5 Ti VCT MT Titanium,Coimbatore,10,28232,Petrol,Manual,2,15.8,1499,110.0,5,7.72,7891.24
Volkswagen Jetta 2012-2014 2.0L TDI Highline AT,Chennai,14,110000,Diesel,Automatic,1,16.96,1968,138.1,5,8.0,8177.45
Tata New Safari DICOR 2.2 VX 4x4,Chennai,16,120000,Diesel,Manual,2,13.93,2179,138.0,7,3.0,3066.54
BMW 3 Series 330d Convertible,Mumbai,12,49000,Diesel,Automatic,1,8.2,2993,245.0,4,29.0,29643.26
Volkswagen Polo 1.2 MPI Highline,Kolkata,11,22000,Petrol,Manual,1,16.47,1198,74.0,5,4.11,4201.17
Hyundai i20 Magna Optional 1.2,Coimbatore,10,14925,Petrol,Manual,1,18.5,1197,82.9,5,5.37,5489.11
Maruti Ertiga ZDI,Mumbai,12,75000,Diesel,Manual,1,20.77,1248,88.8,7,6.55,6695.29
Honda City i VTEC V,Chennai,10,23000,Petrol,Manual,1,17.4,1497,117.3,5,7.0,7155.27
Honda City 1.5 S MT,Mumbai,11,57000,Petrol,Manual,1,17.0,1497,118.0,5,5.48,5601.55
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Kochi,12,76718,Diesel,Automatic,1,16.96,1968,138.03,5,6.51,6654.4
Honda Amaze VX i-DTEC,Pune,9,138000,Diesel,Manual,1,25.8,1498,98.6,5,5.15,5264.23
Mahindra XUV500 W8 2WD,Hyderabad,12,140000,Diesel,Manual,2,15.1,2179,140.0,7,9.0,9199.63
Toyota Corolla Altis VL,Mumbai,17,110000,Petrol,Automatic,2,14.53,1798,138.1,5,2.75,2811.0
BMW 3 Series 320d,Bangalore,13,73000,Diesel,Automatic,1,22.69,1995,190.0,5,48.79,49872.23
Ford EcoSport 1.5 Diesel Trend,Kochi,8,63423,Diesel,Manual,1,23.0,1498,98.96,5,10.42,10651.13
Hyundai i20 Asta Optional with Sunroof 1.2,Kochi,12,62132,Petrol,Manual,1,18.5,1197,82.85,5,4.57,4671.37
Honda City 1.5 S AT,Mumbai,12,51000,Petrol,Automatic,1,16.8,1497,118.0,5,4.5,4599.82
Maruti Ritz VDI (ABS) BS IV,Hyderabad,10,75000,Diesel,Manual,1,23.2,1248,73.94,5,4.9,5008.69
Hyundai i10 Era 1.1,Kolkata,17,55410,Petrol,Manual,1,19.81,1086,68.05,5,1.65,1686.6
Chevrolet Sail 1.2 LS,Mumbai,10,41000,Petrol,Manual,1,18.2,1199,82.4,5,3.25,3322.09
Hyundai Verna 1.6 SX CRDi (O),Chennai,13,45000,Diesel,Manual,1,22.32,1582,126.32,5,6.25,6388.63
Hyundai Creta 1.6 SX Option,Kochi,7,53322,Petrol,Manual,1,15.8,1591,121.3,5,16.06,16416.23
Chevrolet Sail 1.2 LS,Jaipur,12,48000,Petrol,Manual,1,18.2,1199,82.4,5,3.25,3322.09
Audi Q5 2.0 TDI,Hyderabad,12,72000,Diesel,Automatic,1,14.16,1968,174.3,5,29.0,29643.26
Honda City 1.5 V MT Exclusive,Kochi,12,50266,Petrol,Manual,1,17.0,1497,118.0,5,5.53,5652.66
Ford EcoSport 1.5 Petrol Titanium,Hyderabad,8,21800,Petrol,Manual,1,17.0,1497,121.36,5,11.27,11519.98
Audi Q7 3.0 TDI Quattro Premium Plus,Bangalore,11,45000,Diesel,Automatic,2,12.07,2967,241.4,7,37.9,38740.67
Hyundai i10 Magna 1.2,Delhi,15,62000,Petrol,Manual,1,20.36,1197,78.9,5,2.4,2453.24
Hyundai i20 1.2 Asta,Chennai,11,41681,Petrol,Manual,1,17.0,1197,80.0,5,4.55,4650.93
Maruti Swift Dzire 1.2 Vxi BSIV,Delhi,14,69313,Petrol,Manual,2,17.5,1197,85.8,5,2.65,2708.78
Tata Indica V2 eLX,Pune,8,49000,Diesel,Manual,2,25.0,1396,69.0,5,1.6,1635.49
BMW 5 Series 2010-2013 530d,Coimbatore,13,40471,Diesel,Automatic,2,16.2,2993,235.0,5,25.72,26290.5
Maruti Swift VDI,Ahmedabad,12,60000,Diesel,Manual,1,22.9,1248,74.0,5,4.15,4242.05
Ford Freestyle Titanium Plus Petrol,Jaipur,7,1001,Petrol,Manual,1,19.0,1194,94.68,5,8.44,8627.21
Hyundai Verna XXi ABS (Petrol),Bangalore,17,38000,Petrol,Manual,2,13.9,1599,103.2,5,2.6,2657.67
BMW 3 Series 320d Highline,Mumbai,17,66000,Diesel,Automatic,2,16.07,1995,181.0,5,7.25,7410.81
Toyota Innova 2.5 G4 Diesel 8-seater,Kochi,8,33901,Diesel,Manual,1,12.8,2494,102.0,8,14.29,14606.97
Mercedes-Benz New C-Class C 250 CDI Elegance,Hyderabad,14,57000,Diesel,Automatic,2,14.94,2143,204.0,5,17.25,17632.63
Hyundai Elantra 1.6 SX,Pune,12,170000,Diesel,Manual,1,22.54,1582,126.2,5,20.87,21332.92
Maruti Ritz ZDi,Hyderabad,11,60000,Diesel,Manual,1,23.2,1248,73.94,5,4.35,4446.49
Maruti Vitara Brezza ZDi Plus Dual Tone,Pune,9,85000,Diesel,Manual,1,24.3,1248,88.5,5,11.96,12225.29
Hyundai Xcent 1.2 Kappa S,Kolkata,9,146000,Petrol,Manual,2,19.1,1197,82.0,5,3.5,3577.63
Honda City i DTEC V,Kolkata,11,56002,Diesel,Manual,1,26.0,1498,98.6,5,6.1,6235.31
Renault KWID RXT,Mumbai,9,8554,Petrol,Manual,1,25.17,799,53.3,5,3.2,3270.98
Toyota Etios Cross 1.4L VD,Jaipur,11,62322,Diesel,Manual,1,23.59,1364,67.06,5,9.55,9761.83
Maruti Alto K10 VXI,Kochi,10,37929,Petrol,Manual,1,24.07,998,67.1,5,4.09,4180.72
Tata Tiago 1.2 Revotron XM Option,Chennai,9,5400,Petrol,Manual,1,23.84,1199,84.0,5,5.45,5570.89
Hyundai i20 1.4 CRDi Magna,Kolkata,12,60000,Diesel,Manual,1,21.9,1396,90.0,5,2.95,3015.43
Audi A4 2.0 TDI,Kochi,11,55730,Diesel,Automatic,1,16.55,1968,147.51,5,15.21,15547.38
Maruti Swift VDI,Hyderabad,10,62000,Diesel,Manual,1,28.4,1248,74.0,5,6.3,6439.74
Volkswagen Ameo 1.2 MPI Highline,Kochi,8,14576,Petrol,Manual,1,17.0,1198,73.75,5,8.38,8565.88
Honda BRV i-VTEC V CVT,Mumbai,8,17000,Petrol,Automatic,1,16.0,1497,117.3,7,15.02,15353.16
Hyundai i20 Asta,Mumbai,16,28000,Petrol,Manual,1,17.0,1197,80.0,5,2.65,2708.78
Hyundai Santa Fe 4X4,Ahmedabad,13,58200,Diesel,Manual,1,14.66,2199,194.3,7,7.5,7666.36
Maruti Celerio ZXI Optional AMT,Kochi,7,12278,Petrol,Automatic,1,23.1,998,67.04,5,5.95,6081.98
Hyundai Creta 1.6 SX,Coimbatore,7,17665,Petrol,Manual,1,15.8,1591,121.3,5,15.36,15700.71
Tata Indica V2 DL BSIII,Hyderabad,21,200000,Diesel,Manual,2,17.88,1396,52.8,5,0.85,868.85
Volkswagen Vento Petrol Highline,Mumbai,14,55893,Petrol,Manual,1,15.04,1598,103.6,5,3.35,3424.31
Maruti Celerio VXI,Kochi,10,60586,Petrol,Manual,1,23.1,998,67.04,5,4.11,4201.17
Mercedes-Benz CLA 200 D Sport Edition,Ahmedabad,10,13500,Diesel,Automatic,1,17.9,2143,136.0,5,25.51,26075.85
Maruti Alto 800 LXI,Jaipur,8,30000,Petrol,Manual,1,22.74,796,47.3,5,3.1,3168.76
Ford Endeavour 3.2 Titanium AT 4X4,Delhi,7,12000,Diesel,Automatic,1,10.91,3198,197.0,7,33.5,34243.07
Tata Zest Revotron 1.2T XE,Kolkata,8,65000,Petrol,Manual,1,17.57,1193,88.7,5,6.59,6736.17
Volkswagen Vento 1.6 Comfortline,Kolkata,11,38000,Petrol,Manual,1,16.09,1598,103.5,5,10.94,11182.66
Maruti Ertiga ZXI,Mumbai,13,25000,Petrol,Manual,2,17.5,1373,91.1,7,5.15,5264.23
Mercedes-Benz M-Class ML 350 CDI Corporate,Mumbai,14,100000,Diesel,Automatic,1,14.0,2987,224.0,5,14.41,14729.63
Volkswagen Polo 1.2 MPI Highline,Mumbai,11,13710,Petrol,Manual,1,16.2,1199,74.0,5,4.75,4855.36
Toyota Fortuner 4x2 AT,Jaipur,10,100000,Diesel,Automatic,1,12.55,2982,168.5,7,19.0,19421.45
Maruti Celerio VXI,Hyderabad,8,17000,Petrol,Manual,1,23.1,998,67.04,5,4.9,5008.69
BMW 3 Series 320d Corporate Edition,Chennai,17,89000,Diesel,Automatic,2,16.07,1995,181.0,4,6.3,6439.74
Honda City ZX VTEC,Jaipur,19,100173,Petrol,Manual,2,16.9,1497,100.0,5,2.4,2453.24
Mitsubishi Cedia Sports,Pune,16,97000,Petrol,Manual,1,13.17,1999,114.0,5,3.0,3066.54
Renault Pulse Petrol RxL,Delhi,9,40190,Petrol,Manual,1,18.06,1198,74.93,5,4.25,4344.27
Volkswagen Polo 1.5 TDI Highline,Hyderabad,9,29647,Diesel,Manual,1,20.14,1498,88.0,5,10.15,10375.14
Maruti Baleno RS Petrol,Kochi,7,43639,Petrol,Manual,1,21.1,998,100.0,5,9.83,10048.04
Hyundai i10 Magna,Kochi,13,37333,Petrol,Manual,1,20.36,1197,78.9,5,3.22,3291.42
Hyundai i20 1.2 Spotz,Kochi,7,48407,Petrol,Manual,1,18.6,1197,81.83,5,7.65,7819.69
BMW Z4 2009-2013 35i,Delhi,14,25000,Petrol,Automatic,1,10.37,2979,306.0,2,30.0,30665.44
Hyundai i10 Sportz 1.2,Pune,15,72400,Petrol,Manual,2,20.36,1197,78.9,5,2.3,2351.02
Mini Cooper S Carbon Edition,Delhi,13,18000,Petrol,Automatic,1,13.6,1598,181.0,4,22.0,22487.99
Honda Brio V MT,Pune,13,65167,Petrol,Manual,1,19.4,1198,86.8,5,3.28,3352.75
Maruti Ciaz ZXi Option,Kochi,9,25418,Petrol,Manual,1,20.73,1373,91.2,5,7.09,7247.27
Maruti Swift Dzire ZDi,Coimbatore,12,38995,Diesel,Manual,1,19.3,1248,73.9,5,6.46,6603.29
Volkswagen Polo Diesel Comfortline 1.2L,Chennai,13,60000,Diesel,Manual,1,22.07,1199,73.9,5,4.0,4088.73
BMW X1 sDrive20d,Delhi,14,72000,Diesel,Automatic,1,17.05,1995,184.0,5,11.0,11243.99
Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,9,31075,Diesel,Automatic,2,12.07,2967,241.4,7,49.79,50894.41
Ford Figo 1.5D Trend MT,Kolkata,10,4311,Diesel,Manual,1,25.83,1498,99.0,5,4.8,4906.47
BMW 3 Series Luxury Line,Bangalore,8,21000,Diesel,Automatic,1,21.76,1995,190.0,5,62.07,63446.8
Mercedes-Benz M-Class ML 350 CDI Corporate,Bangalore,14,54000,Diesel,Automatic,1,14.0,2987,224.0,5,21.99,22477.77
Maruti Wagon R LX BSIII,Mumbai,18,50000,Petrol,Manual,2,17.3,1061,64.0,5,1.1,1124.4
Maruti Baleno Zeta 1.2,Delhi,7,13000,Petrol,Manual,1,21.4,1197,83.1,5,6.6,6746.4
Maruti Dzire VXI,Pune,12,74000,Petrol,Manual,1,22.0,1197,81.8,5,7.67,7840.13
Chevrolet Aveo U-VA 1.2 LT,Pune,16,75000,Petrol,Manual,2,14.7,1150,76.0,5,1.0,1022.18
Volkswagen Polo 1.5 TDI Highline,Chennai,8,25000,Diesel,Manual,1,20.14,1498,88.0,5,9.97,10191.15
Audi Q5 30 TDI quattro Premium,Mumbai,10,52000,Diesel,Automatic,1,14.16,1968,174.3,5,25.49,26055.4
Audi A6 35 TDI Matrix,Chennai,10,20000,Diesel,Automatic,1,18.53,1968,187.74,5,67.67,69171.01
Hyundai Grand i10 1.2 CRDi Sportz,Kochi,7,32663,Diesel,Manual,1,24.0,1186,73.97,5,8.18,8361.44
Mahindra Scorpio SLE BSIV,Delhi,13,76777,Diesel,Manual,2,12.05,2179,120.0,8,4.88,4988.24
Tata Bolt Quadrajet XE,Hyderabad,9,100303,Diesel,Manual,1,22.95,1248,74.0,5,7.43,7594.81
Hyundai EON Era Plus,Kochi,10,43993,Petrol,Manual,1,21.1,814,55.2,5,3.45,3526.53
Mahindra Scorpio S8 8 Seater,Kochi,9,72118,Diesel,Manual,1,15.4,2179,120.0,8,10.23,10456.92
Honda Accord 2001-2003 2.0 AT,Bangalore,15,83000,Petrol,Automatic,2,11.1,2354,142.0,5,6.5,6644.18
Volkswagen Polo 1.2 MPI Highline,Mumbai,9,7523,Petrol,Manual,1,16.2,1199,74.0,5,6.15,6286.42
Maruti Eeco 7 Seater Standard,Mumbai,11,34670,Petrol,Manual,1,15.1,1196,73.0,7,4.71,4814.47
Hyundai Grand i10 CRDi Sportz,Ahmedabad,9,30000,Diesel,Manual,1,24.0,1120,70.0,5,5.5,5622.0
Ford Endeavour 3.2 Titanium AT 4X4,Chennai,8,17000,Diesel,Automatic,1,10.91,3198,197.0,7,31.0,31687.62
Hyundai Grand i10 1.2 CRDi Sportz,Delhi,10,59261,Diesel,Manual,1,24.0,1186,73.97,5,8.18,8361.44
Maruti Swift VDI,Kochi,9,65210,Diesel,Manual,1,22.9,1248,74.0,5,5.48,5601.55
Hyundai i20 1.2 Asta Option,Bangalore,9,19000,Petrol,Manual,1,18.6,1197,81.83,5,7.25,7410.81
Maruti Swift Dzire VXi,Hyderabad,13,50000,Petrol,Manual,1,17.5,1298,85.8,5,3.0,3066.54
BMW 3 Series 320d Luxury Line,Hyderabad,10,47000,Diesel,Automatic,1,22.69,1995,190.0,5,53.68,54870.69
Honda City ZX GXi,Mumbai,18,75000,Petrol,Manual,2,17.7,1497,78.0,5,1.49,1523.05
Hyundai i10 Sportz 1.2 AT,Pune,12,54534,Petrol,Automatic,1,16.95,1197,78.9,5,3.65,3730.96
Ford Ecosport Signature Edition Diesel,Ahmedabad,7,13000,Diesel,Manual,1,23.0,1498,98.96,5,12.12,12388.84
Maruti Celerio ZXI MT,Bangalore,10,48808,Petrol,Manual,1,23.1,998,67.04,5,6.05,6184.2
Maruti Ertiga VDI,Pune,13,63001,Diesel,Manual,2,20.77,1248,88.76,7,6.11,6245.53
Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,10,64771,Diesel,Manual,1,12.8,2494,102.0,8,15.5,15843.81
Honda City i VTEC SV,Mumbai,9,34634,Petrol,Manual,1,17.8,1497,117.3,5,6.9,7053.05
Maruti Swift Dzire VXI,Bangalore,13,69242,Petrol,Manual,1,19.1,1197,85.8,5,4.69,4794.03
Maruti Ritz LXi,Kochi,14,33292,Petrol,Manual,1,18.5,1197,85.8,5,3.19,3260.76
Hyundai i20 Sportz AT 1.4,Pune,13,55000,Petrol,Automatic,2,15.0,1396,98.6,5,3.75,3833.18
Hyundai i20 Active SX Dual Tone Petrol,Pune,6,1000,Petrol,Manual,1,17.19,1197,81.86,5,10.25,10477.36
Honda City 1.5 E MT,Chennai,14,80000,Petrol,Manual,2,17.0,1497,118.0,5,3.85,3935.4
Porsche Cayenne S Diesel,Coimbatore,9,65003,Diesel,Automatic,1,13.6,4134,382.0,5,67.83,69334.56
Honda Amaze VX i-VTEC,Coimbatore,6,16573,Petrol,Manual,1,17.8,1198,86.7,5,9.31,9516.51
Honda Civic 2006-2010 1.8 S AT,Pune,17,152633,Petrol,Automatic,1,12.9,1799,130.0,5,3.0,3066.54
Hyundai i20 Magna 1.2,Bangalore,10,53000,Petrol,Manual,1,18.6,1197,81.83,5,5.5,5622.0
Hyundai Creta 1.6 CRDi SX,Hyderabad,8,50129,Diesel,Manual,1,19.67,1582,126.2,5,13.3,13595.01
Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Hyderabad,12,63716,Diesel,Automatic,1,15.73,1968,174.33,5,23.0,23510.17
Maruti Alto 800 2016-2019 LXI,Mumbai,7,11000,Petrol,Manual,1,24.7,796,47.3,5,3.35,3424.31
BMW X1 sDrive 20d Exclusive,Chennai,13,115000,Diesel,Automatic,3,15.06,1995,177.0,5,10.0,10221.81
Hyundai i10 Magna,Delhi,12,63265,Petrol,Manual,1,20.36,1197,78.9,5,2.95,3015.43
Volkswagen Ameo 1.5 TDI Highline,Pune,9,20000,Diesel,Manual,1,21.66,1498,108.62,5,10.04,10262.7
Volkswagen Polo Petrol Highline 1.2L,Pune,15,79000,Petrol,Manual,3,16.47,1198,73.9,5,2.44,2494.12
Maruti Ciaz VXi Plus,Mumbai,10,41000,Petrol,Manual,1,20.73,1373,91.1,5,5.85,5979.76
Volkswagen Polo GT TSI,Kochi,10,26323,Petrol,Automatic,1,17.21,1197,103.5,5,10.83,11070.22
Hyundai Xcent 1.1 CRDi Base,Pune,9,76000,Diesel,Manual,1,24.4,1120,71.0,5,3.8,3884.29
Honda Civic 2006-2010 1.8 S MT,Hyderabad,17,69972,Petrol,Manual,1,13.5,1799,130.0,5,3.8,3884.29
Honda City ZX GXi,Kolkata,17,69000,Petrol,Manual,1,17.7,1497,78.0,5,2.7,2759.89
Mahindra Bolero ZLX,Jaipur,9,65000,Diesel,Manual,1,15.96,2523,62.1,7,11.15,11397.32
Honda City i VTEC V,Hyderabad,9,29512,Petrol,Manual,1,17.4,1497,117.3,5,7.9,8075.23
Hyundai Xcent 1.2 CRDi S,Kolkata,8,51000,Diesel,Manual,1,25.4,1186,73.97,5,8.23,8412.55
Renault Duster 110PS Diesel RxL,Mumbai,11,58003,Diesel,Manual,1,19.01,1461,108.45,5,5.75,5877.54
Maruti A-Star AT VXI,Hyderabad,12,56500,Petrol,Automatic,1,16.98,998,66.1,5,3.45,3526.53
Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,11,29063,Diesel,Automatic,1,17.11,1968,174.33,5,25.75,26321.17
Mahindra XUV500 W8 2WD,Coimbatore,7,46811,Diesel,Manual,1,16.0,2179,140.0,7,16.59,16957.99
Renault Pulse Petrol RxZ,Coimbatore,11,31897,Petrol,Manual,1,18.06,1198,74.96,5,4.69,4794.03
BMW 3 Series 320d,Mumbai,16,52100,Diesel,Automatic,2,13.2,1995,170.0,5,7.5,7666.36
Toyota Innova Crysta 2.4 GX MT,Hyderabad,9,73000,Diesel,Manual,1,13.68,2393,147.8,7,19.37,19799.65
Honda City 1.5 S MT,Kolkata,16,31423,Petrol,Manual,1,17.0,1497,118.0,5,1.99,2034.14
Maruti Swift VDI,Chennai,11,75180,Diesel,Manual,1,22.9,1248,74.0,5,5.25,5366.45
Renault Duster 110PS Diesel RxZ Plus,Mumbai,12,75000,Diesel,Manual,2,19.64,1461,108.45,5,5.4,5519.78
Volkswagen Polo 1.2 MPI Comfortline,Mumbai,11,15000,Petrol,Manual,1,16.47,1198,74.0,5,3.9,3986.51
Hyundai i20 Active 1.2 S,Mumbai,10,12000,Petrol,Manual,1,17.19,1197,81.86,5,5.8,5928.65
